0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
500,5.095800399780273,5.04271125793457,5.094902038574219,5.930581092834473,5.623873710632324,5.722464561462402,6.704075813293457,6.6562066078186035,6.9825944900512695,6.2805094718933105,6.294677257537842,7.654132843017578,7.464210510253906,7.506565093994141,8.703951835632324,9.017128944396973,6.2135491371154785,6.373238563537598,7.69338321685791,6.618615627288818,7.295362949371338,7.964358329772949,8.383354187011719,8.680980682373047,8.577705383300781,8.161486625671387,8.53546142578125,8.486517906188965,7.92816686630249,8.001142501831055,8.062660217285156,7.852652549743652,5.853689670562744,5.671879768371582,5.722614288330078,6.120287895202637,6.671797752380371,6.701687812805176,7.532698631286621,7.265017032623291,6.6047682762146,6.898728370666504,6.530782222747803,7.202638149261475,7.280771732330322,6.688802242279053,8.101165771484375,7.588371276855469,5.882467269897461,6.126063346862793,7.358184814453125,6.192103385925293,6.656085014343262,7.196366786956787,6.55690860748291,7.597555637359619
502,4.914858818054199,4.8702521324157715,4.9343132972717285,5.776456832885742,5.460306644439697,5.554226398468018,6.54348087310791,6.500583648681641,6.824887752532959,6.129055976867676,6.119414329528809,7.468646049499512,7.296756744384766,7.350122928619385,8.553121566772461,8.878580093383789,6.040778636932373,6.215997695922852,7.505411624908447,6.451526641845703,7.11974573135376,7.787404537200928,8.227960586547852,8.518697738647461,8.37354564666748,8.006641387939453,8.357464790344238,8.323341369628906,7.775198936462402,7.8516740798950195,7.912954807281494,7.670003414154053,5.717403411865234,5.503477573394775,5.546023368835449,5.960963726043701,6.4994683265686035,6.547325134277344,7.388819694519043,7.0864691734313965,6.432934761047363,6.7252702713012695,6.373295783996582,7.047962188720703,7.128079414367676,6.543017387390137,7.952444553375244,7.4091796875,5.722306251525879,5.97571325302124,7.189026832580566,6.014227867126465,6.4943413734436035,7.023517608642578,6.412371635437012,7.445622444152832
504,4.743301868438721,4.717085838317871,4.775083541870117,5.616650581359863,5.289786338806152,5.384279727935791,6.384997844696045,6.3299055099487305,6.651172637939453,5.971856594085693,5.946499824523926,7.2937164306640625,7.134112358093262,7.188103675842285,8.40304183959961,8.750723838806152,5.86898136138916,6.049771785736084,7.332089424133301,6.274090766906738,6.9335198402404785,7.620295524597168,8.058588981628418,8.33862590789795,8.17147445678711,7.8401947021484375,8.188909530639648,8.16150188446045,7.6092681884765625,7.703051567077637,7.74221658706665,7.506453037261963,5.574585914611816,5.343268394470215,5.366180896759033,5.7990241050720215,6.32708740234375,6.379515647888184,7.234005928039551,6.901101112365723,6.270753860473633,6.550058841705322,6.193497180938721,6.8920416831970215,6.973706245422363,6.389784812927246,7.80081033706665,7.24939489364624,5.559410572052002,5.816740989685059,7.020532131195068,5.855286598205566,6.337132930755615,6.858745574951172,6.242217540740967,7.276909828186035
506,4.584584712982178,4.581691265106201,4.61982536315918,5.450597286224365,5.120003700256348,5.2091450691223145,6.2188215255737305,6.14474630355835,6.472531318664551,5.814049243927002,5.786012172698975,7.135645866394043,6.972939491271973,7.0215864181518555,8.253820419311523,8.608156204223633,5.706899642944336,5.866217613220215,7.164650917053223,6.104446887969971,6.763236999511719,7.460688591003418,7.881492614746094,8.138683319091797,7.984198093414307,7.6708197593688965,8.021963119506836,7.99939489364624,7.440827369689941,7.545407772064209,7.554854393005371,7.3678154945373535,5.417723655700684,5.181268692016602,5.196429252624512,5.630654335021973,6.16840934753418,6.2130608558654785,7.061561584472656,6.735030174255371,6.109075546264648,6.3890790939331055,6.0071892738342285,6.742003440856934,6.813899040222168,6.233744144439697,7.65173864364624,7.102563381195068,5.406020641326904,5.649155139923096,6.849328517913818,5.703568458557129,6.1751298904418945,6.6918535232543945,6.043307304382324,7.100183010101318
508,4.438520908355713,4.44785213470459,4.469344139099121,5.300204277038574,4.946505546569824,5.047554016113281,6.067343711853027,5.977872371673584,6.300538063049316,5.665424823760986,5.63388729095459,6.978272914886475,6.818089485168457,6.854223728179932,8.113255500793457,8.454379081726074,5.547928810119629,5.6817708015441895,7.006803035736084,5.9604082107543945,6.608038425445557,7.311940670013428,7.728614807128906,7.972306728363037,7.826844215393066,7.494618892669678,7.854503631591797,7.841944694519043,7.284095764160156,7.385781288146973,7.387500762939453,7.22949743270874,5.244544982910156,5.032038688659668,5.044156551361084,5.474457263946533,6.029120445251465,6.063483238220215,6.894616603851318,6.592628479003906,5.953733444213867,6.241558074951172,5.844973087310791,6.595057010650635,6.657639980316162,6.078203201293945,7.5107221603393555,6.957650661468506,5.258814334869385,5.4801859855651855,6.697266578674316,5.550750732421875,6.015917778015137,6.533229827880859,5.8638916015625,6.938267707824707
510,4.309821128845215,4.30855655670166,4.327245235443115,5.161929607391357,4.777726173400879,4.9173054695129395,5.927487373352051,5.844035625457764,6.138885498046875,5.521468162536621,5.487362861633301,6.823951721191406,6.668542385101318,6.695008754730225,7.970992088317871,8.28799819946289,5.395658493041992,5.524150848388672,6.850155830383301,5.823558330535889,6.465395927429199,7.1655073165893555,7.593138694763184,7.839489936828613,7.680914878845215,7.321811676025391,7.7051849365234375,7.6876115798950195,7.136513710021973,7.242092132568359,7.24881649017334,7.0771331787109375,5.07785701751709,4.899603843688965,4.907051086425781,5.329498291015625,5.89267635345459,5.921464920043945,6.746950626373291,6.471875190734863,5.803860664367676,6.0927839279174805,5.702633857727051,6.4541144371032715,6.522840976715088,5.926756858825684,7.37613582611084,6.815093994140625,5.1170148849487305,5.310244560241699,6.564015865325928,5.394626140594482,5.866721153259277,6.396262168884277,5.721831798553467,6.798305511474609
512,4.1933770179748535,4.169521331787109,4.198320388793945,5.028502941131592,4.64439058303833,4.803226470947266,5.796321392059326,5.72487211227417,5.992546081542969,5.380721092224121,5.349665641784668,6.676602840423584,6.5262603759765625,6.556186676025391,7.825434684753418,8.13882064819336,5.246932029724121,5.393531322479248,6.709866523742676,5.693729400634766,6.346282005310059,7.02324914932251,7.466161251068115,7.719080924987793,7.526944160461426,7.1654558181762695,7.5742058753967285,7.5522141456604,7.005185604095459,7.107035160064697,7.120816707611084,6.9137067794799805,4.932905673980713,4.766904354095459,4.779359817504883,5.198739051818848,5.759631156921387,5.786890983581543,6.602669715881348,6.355897426605225,5.664336681365967,5.943306922912598,5.575482368469238,6.327799320220947,6.407934665679932,5.789597511291504,7.252786159515381,6.6900811195373535,4.977334976196289,5.169369220733643,6.445855140686035,5.2517924308776855,5.727839946746826,6.278437614440918,5.61066198348999,6.677104949951172
514,4.0717668533325195,4.036787033081055,4.077878475189209,4.908604145050049,4.543319225311279,4.692563056945801,5.684168815612793,5.604530334472656,5.86799955368042,5.261326313018799,5.2214035987854,6.551808834075928,6.407834053039551,6.432326316833496,7.698390007019043,8.014015197753906,5.109518051147461,5.275460720062256,6.594695091247559,5.573943138122559,6.235837459564209,6.885153293609619,7.3330888748168945,7.602423667907715,7.3798065185546875,7.024982452392578,7.450202941894531,7.437757968902588,6.8860015869140625,6.978865623474121,6.992800712585449,6.783778190612793,4.807978630065918,4.642560958862305,4.642797946929932,5.07944917678833,5.62445068359375,5.657036304473877,6.462787628173828,6.235347270965576,5.546870708465576,5.812509059906006,5.459368705749512,6.213132858276367,6.29658317565918,5.673403739929199,7.131260871887207,6.582753658294678,4.843312740325928,5.063249111175537,6.335535049438477,5.137028694152832,5.603370666503906,6.16998815536499,5.507313251495361,6.570775032043457
516,3.9408183097839355,3.914773941040039,3.9657301902770996,4.799448490142822,4.448559761047363,4.578240394592285,5.575064659118652,5.47665548324585,5.7603840827941895,5.163741588592529,5.100045680999756,6.4591193199157715,6.311091423034668,6.315488338470459,7.589250087738037,7.893335819244385,4.984836578369141,5.15769100189209,6.489415645599365,5.46360969543457,6.125312805175781,6.763347625732422,7.206295013427734,7.4843339920043945,7.260868072509766,6.910858154296875,7.334617614746094,7.328216552734375,6.766504764556885,6.850410461425781,6.863871097564697,6.692988395690918,4.706639289855957,4.529744625091553,4.519675254821777,4.9643402099609375,5.498749732971191,5.534063339233398,6.336677551269531,6.114665508270264,5.440079689025879,5.703915596008301,5.343930244445801,6.106797695159912,6.174015522003174,5.567414283752441,7.008788108825684,6.475579738616943,4.73024845123291,4.967617511749268,6.220794200897217,5.035738945007324,5.482338905334473,6.062021732330322,5.402581214904785,6.473977565765381
518,3.822531223297119,3.8087360858917236,3.862575054168701,4.700685024261475,4.352839469909668,4.467623233795166,5.478516101837158,5.3645477294921875,5.654933452606201,5.074544429779053,4.985133171081543,6.381386756896973,6.2169108390808105,6.186644554138184,7.489514350891113,7.7856597900390625,4.867893218994141,5.037407875061035,6.399646282196045,5.36653470993042,6.004849433898926,6.678680419921875,7.116180419921875,7.384623050689697,7.165619850158691,6.810129642486572,7.229650020599365,7.230538845062256,6.65332555770874,6.722127437591553,6.750768184661865,6.612702369689941,4.622897148132324,4.425650596618652,4.423821926116943,4.862627983093262,5.401925086975098,5.42099666595459,6.233814716339111,5.994373798370361,5.34458065032959,5.608476161956787,5.231748580932617,5.994877338409424,6.055983543395996,5.4684319496154785,6.90064001083374,6.369630336761475,4.6336822509765625,4.868971824645996,6.113672733306885,4.9461565017700195,5.374555587768555,5.949387550354004,5.299216270446777,6.370820045471191
