0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
500,4.780142784118652,5.8997015953063965,6.910414695739746,5.151638984680176,5.720847129821777,6.8831024169921875,5.029797554016113,5.418450355529785,5.398571968078613,5.660938262939453,5.864926815032959,4.246792316436768,4.1343092918396,4.223269462585449,3.9663329124450684,3.9711291790008545,6.0764923095703125,5.3300580978393555,4.285405158996582,6.082480430603027,4.9696478843688965,4.300839900970459,5.965378284454346,5.352325439453125,5.415579319000244,4.782751083374023,4.140254020690918,5.218757629394531,5.393682956695557,4.344672203063965,5.141541481018066,5.572045803070068,6.376648426055908,6.643211364746094,6.62418270111084,6.028316497802734,5.952401161193848,6.188975811004639,5.5577287673950195,5.566231727600098,5.810798645019531,6.480110168457031,5.887607097625732,5.787604331970215,5.445090293884277,5.099505424499512,5.684818744659424,5.287159442901611
502,4.60929012298584,5.728333473205566,6.75054931640625,4.9740166664123535,5.555008411407471,6.736544609069824,4.870166301727295,5.2546772956848145,5.22823429107666,5.492985248565674,5.6931633949279785,4.090290069580078,3.9613285064697266,4.062478542327881,3.8051044940948486,3.8070168495178223,5.9172892570495605,5.176599979400635,4.1201558113098145,5.919846057891846,4.819575786590576,4.133056640625,5.786007881164551,5.188746452331543,5.2454609870910645,4.624297142028809,3.9779064655303955,5.048407554626465,5.2418904304504395,4.158465385437012,4.9759674072265625,5.433045864105225,6.210840702056885,6.486703395843506,6.452103614807129,5.86453104019165,5.798762798309326,6.014608383178711,5.405642509460449,5.419604301452637,5.644944190979004,6.3039655685424805,5.720278739929199,5.604886054992676,5.295032501220703,4.92395544052124,5.528267860412598,5.125707149505615
504,4.447604656219482,5.570889472961426,6.6014275550842285,4.793018817901611,5.389564514160156,6.581538200378418,4.712890148162842,5.093736171722412,5.0643157958984375,5.337334632873535,5.544794082641602,3.928710460662842,3.7878360748291016,3.89379620552063,3.655691623687744,3.6477959156036377,5.766865253448486,5.010744094848633,3.948429584503174,5.759815216064453,4.66226053237915,3.9703662395477295,5.596259593963623,5.032492637634277,5.074394702911377,4.475745677947998,3.8115668296813965,4.8808393478393555,5.078557968139648,3.9972305297851562,4.814756393432617,5.288180351257324,6.036786079406738,6.32614803314209,6.285946846008301,5.6964945793151855,5.638663291931152,5.841538429260254,5.236176490783691,5.281724452972412,5.484095096588135,6.142026901245117,5.556950569152832,5.441374778747559,5.133172512054443,4.74135160446167,5.374948024749756,4.955953598022461
506,4.292059898376465,5.4279913902282715,6.464229583740234,4.626949310302734,5.235128879547119,6.437041282653809,4.5486531257629395,4.948999404907227,4.904569149017334,5.186450004577637,5.408756732940674,3.7639224529266357,3.6244750022888184,3.7312350273132324,3.5118091106414795,3.4911983013153076,5.619662284851074,4.8606414794921875,3.7813973426818848,5.597676753997803,4.505949974060059,3.813746690750122,5.418227195739746,4.876652240753174,4.919456481933594,4.337411403656006,3.645813465118408,4.7254743576049805,4.909063816070557,3.8693230152130127,4.659224510192871,5.137211322784424,5.86076021194458,6.163679599761963,6.125155448913574,5.519255638122559,5.481173515319824,5.677741050720215,5.077485084533691,5.14055871963501,5.325510025024414,5.98482608795166,5.3910813331604,5.287052154541016,4.955853462219238,4.572684288024902,5.226452350616455,4.787264823913574
508,4.140769958496094,5.2852606773376465,6.324717998504639,4.476813793182373,5.09464168548584,6.296344757080078,4.397322177886963,4.818988800048828,4.742123603820801,5.034972190856934,5.267653942108154,3.6110739707946777,3.471031665802002,3.575312852859497,3.365015745162964,3.3293635845184326,5.4710693359375,4.729380130767822,3.619016170501709,5.430253505706787,4.359101295471191,3.6724438667297363,5.244001865386963,4.707505702972412,4.778149127960205,4.196965217590332,3.4892616271972656,4.576916217803955,4.7530951499938965,3.7525219917297363,4.507379055023193,4.983489990234375,5.7034912109375,6.008608818054199,5.967519760131836,5.3591413497924805,5.32855749130249,5.521079063415527,4.934495449066162,4.991543769836426,5.171754360198975,5.8207502365112305,5.2315673828125,5.139287948608398,4.791443824768066,4.43898868560791,5.074803352355957,4.636054039001465
510,3.997483015060425,5.138880729675293,6.17473030090332,4.337501525878906,4.960693836212158,6.17270565032959,4.265475273132324,4.694128513336182,4.586644649505615,4.884605407714844,5.120449542999268,3.466217041015625,3.3238906860351562,3.424621105194092,3.215475082397461,3.156122922897339,5.329548358917236,4.604222297668457,3.468463182449341,5.26700496673584,4.22271728515625,3.547579526901245,5.095769882202148,4.538554668426514,4.653575420379639,4.050637245178223,3.3475117683410645,4.432366371154785,4.630699157714844,3.628466844558716,4.3578691482543945,4.8201398849487305,5.547806739807129,5.8721137046813965,5.805182456970215,5.2273993492126465,5.178958892822266,5.370430946350098,4.804147243499756,4.841038227081299,5.02597713470459,5.645175933837891,5.072054862976074,4.999229431152344,4.649707317352295,4.321267604827881,4.922998905181885,4.501648426055908
512,3.8593621253967285,5.008615016937256,6.021248817443848,4.1986284255981445,4.837527275085449,6.060528755187988,4.1415886878967285,4.564496040344238,4.45133113861084,4.737594127655029,4.982909202575684,3.329219341278076,3.1905014514923096,3.2858080863952637,3.0742239952087402,2.9955825805664062,5.195004463195801,4.473785400390625,3.3351714611053467,5.111566066741943,4.093306541442871,3.429457902908325,4.980811595916748,4.392402648925781,4.540432929992676,3.905773639678955,3.2139601707458496,4.28610897064209,4.530394077301025,3.4913673400878906,4.21284294128418,4.661105155944824,5.409304618835449,5.744426727294922,5.651541709899902,5.102927207946777,5.044425010681152,5.2345757484436035,4.67105770111084,4.6961469650268555,4.891605377197266,5.484986782073975,4.924497127532959,4.867504119873047,4.523498058319092,4.196115493774414,4.7831010818481445,4.3800578117370605
514,3.7339444160461426,4.894077301025391,5.8838605880737305,4.061821937561035,4.711435794830322,5.939384937286377,4.011781692504883,4.425897598266602,4.332822322845459,4.612227439880371,4.860252380371094,3.2034199237823486,3.070732593536377,3.160369873046875,2.9413249492645264,2.8675360679626465,5.070219993591309,4.342258930206299,3.2119216918945312,4.969888687133789,3.971825361251831,3.3125557899475098,4.879304885864258,4.26593542098999,4.42727518081665,3.7764105796813965,3.085052251815796,4.142908573150635,4.424343109130859,3.354827404022217,4.084200859069824,4.527847766876221,5.289730548858643,5.617621421813965,5.510447025299072,4.970235824584961,4.930910110473633,5.1080427169799805,4.538288116455078,4.557311058044434,4.765347480773926,5.358996868133545,4.793395519256592,4.744339942932129,4.410597801208496,4.044310569763184,4.658957481384277,4.262103080749512
516,3.6144001483917236,4.791118621826172,5.754796028137207,3.9449172019958496,4.592221260070801,5.823029518127441,3.8745884895324707,4.299653053283691,4.218364238739014,4.514828681945801,4.738723278045654,3.086470127105713,2.962737798690796,3.053635835647583,2.809926748275757,2.760709762573242,4.957459926605225,4.224996089935303,3.0995330810546875,4.861098289489746,3.860067844390869,3.1980013847351074,4.782741546630859,4.155884742736816,4.310318946838379,3.6644439697265625,2.9696531295776367,4.015382289886475,4.291654586791992,3.2280688285827637,3.979588270187378,4.412280559539795,5.178557872772217,5.4955339431762695,5.382295608520508,4.844981670379639,4.827816009521484,4.993578910827637,4.4199748039245605,4.426510810852051,4.64193058013916,5.252839088439941,4.671812057495117,4.619717121124268,4.3043532371521,3.898810863494873,4.54525089263916,4.141546726226807
518,3.509213924407959,4.696422100067139,5.639781475067139,3.841965913772583,4.495440483093262,5.717240333557129,3.766176700592041,4.191937446594238,4.108365058898926,4.42674446105957,4.624486446380615,2.9902215003967285,2.8629369735717773,2.95676326751709,2.6901471614837646,2.661494731903076,4.849715232849121,4.124606609344482,2.9921934604644775,4.782478332519531,3.7596068382263184,3.0871338844299316,4.687453269958496,4.054291725158691,4.202263355255127,3.5685908794403076,2.8747496604919434,3.9130606651306152,4.1608781814575195,3.1166329383850098,3.8886756896972656,4.299227714538574,5.085556983947754,5.388707160949707,5.276433944702148,4.748164176940918,4.723596096038818,4.888229846954346,4.316641807556152,4.315325736999512,4.528031349182129,5.159729480743408,4.572602272033691,4.506891250610352,4.200223445892334,3.7999215126037598,4.43602991104126,4.026873588562012
