0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
500,8.987699508666992,8.74156379699707,9.64907932281494,8.10824966430664,7.69089412689209,8.755692481994629,7.428806304931641,6.648109436035156,9.669754028320312,11.184178352355955,13.573039054870604,10.35301113128662,10.60105323791504,13.175628662109377,11.624547958374023,11.083622932434082,9.05180835723877,11.147074699401855,13.013986587524414,9.818075180053713,10.330087661743164,11.165773391723633,11.031571388244627,10.666608810424805,8.990346908569336,11.08137321472168,13.890714645385742,10.80531120300293,11.023900985717772,12.504786491394045,12.53033447265625,11.993674278259276,10.993351936340332,12.70888900756836,14.458089828491213,10.296972274780272,10.303653717041016,12.198689460754396,11.335039138793944,10.34889030456543,10.02622127532959,10.44169807434082,12.68763828277588,12.437204360961914,11.011174201965332,12.678495407104492,12.983034133911133,11.948161125183104
502,8.828459739685059,8.573050498962402,9.472695350646973,7.944634437561035,7.530351161956787,8.596704483032227,7.266821384429932,6.472557067871094,9.50477409362793,11.043573379516602,13.443016052246094,10.181640625,10.415349960327148,12.98943042755127,11.499191284179688,10.936135292053224,8.911849975585938,10.968011856079102,12.857637405395508,9.654635429382324,10.175067901611328,11.001358032226562,10.86095905303955,10.490316390991213,8.833826065063477,10.93706512451172,13.759796142578123,10.647207260131836,10.891400337219238,12.356171607971191,12.38023281097412,11.822558403015137,10.824682235717772,12.545279502868652,14.29315948486328,10.128944396972656,10.188980102539062,12.01660442352295,11.163127899169922,10.183281898498535,9.85321044921875,10.256010055541992,12.525330543518066,12.287552833557127,10.859613418579102,12.513505935668944,12.816015243530272,11.800183296203612
504,8.676271438598633,8.408859252929688,9.312005996704102,7.771158695220947,7.3536376953125,8.427509307861328,7.116849422454834,6.300363540649414,9.315001487731934,10.90647315979004,13.296297073364258,10.007110595703123,10.239157676696776,12.82221794128418,11.35816764831543,10.799589157104492,8.762009620666504,10.816341400146484,12.687026023864746,9.50273609161377,10.01067352294922,10.831130027770996,10.688518524169922,10.300539016723633,8.66609001159668,10.764325141906738,13.610219955444336,10.492650032043455,10.738508224487305,12.215539932250977,12.218206405639648,11.673891067504885,10.660001754760742,12.399995803833008,14.141085624694824,9.939516067504885,10.036504745483398,11.845701217651367,10.98729133605957,10.024744987487791,9.670858383178713,10.11595058441162,12.368484497070312,12.131269454956056,10.726423263549805,12.349660873413086,12.659730911254885,11.66167163848877
506,8.530675888061523,8.253686904907227,9.168314933776855,7.607218265533447,7.187269687652588,8.254375457763672,6.971614837646484,6.1377854347229,9.128451347351074,10.759291648864746,13.12511920928955,9.825222969055176,10.055383682250977,12.664400100708008,11.190133094787598,10.656903266906738,8.59431266784668,10.678297996520996,12.48454475402832,9.360766410827637,9.8414888381958,10.664265632629396,10.527204513549805,10.117121696472168,8.477557182312012,10.566364288330078,13.443751335144045,10.338723182678224,10.555505752563477,12.075252532958984,12.06319808959961,11.54103946685791,10.509607315063477,12.257740020751951,14.008703231811523,9.772470474243164,9.846882820129396,11.682485580444336,10.814556121826172,9.869629859924316,9.511068344116213,9.981786727905272,12.220637321472168,11.980257987976074,10.600970268249512,12.205528259277344,12.533312797546388,11.521810531616213
508,8.384779930114746,8.10916805267334,9.013381958007812,7.456854820251465,7.0272955894470215,8.084430694580078,6.823319911956787,5.98517656326294,8.96824836730957,10.605587005615234,12.949609756469728,9.667197227478027,9.886847496032717,12.515542984008787,11.019180297851562,10.505155563354492,8.439566612243652,10.553023338317873,12.320878982543944,9.223549842834473,9.678430557250977,10.522375106811523,10.381287574768066,9.958653450012209,8.30738639831543,10.405109405517578,13.29035758972168,10.18481731414795,10.384177207946776,11.92040729522705,11.911358833312988,11.40539264678955,10.367674827575684,12.117715835571287,13.881915092468262,9.63682460784912,9.683189392089844,11.520030975341797,10.667746543884276,9.715075492858888,9.37112045288086,9.84975528717041,12.08596420288086,11.860586166381836,10.478737831115724,12.07440185546875,12.418277740478516,11.390802383422852
510,8.23345947265625,7.966805934906006,8.85319995880127,7.318488121032715,6.882546901702881,7.933276176452637,6.669149875640869,5.845034599304199,8.833412170410156,10.458524703979492,12.810613632202148,9.526655197143556,9.764101028442385,12.366884231567385,10.861106872558594,10.34686279296875,8.294381141662598,10.432795524597168,12.194822311401367,9.07138729095459,9.51246166229248,10.396129608154297,10.240608215332031,9.819746017456056,8.165206909179688,10.276195526123049,13.137495040893556,10.033940315246582,10.245798110961914,11.75120735168457,11.757314682006836,11.258878707885742,10.237464904785156,11.972360610961914,13.72474479675293,9.504226684570312,9.54378890991211,11.378691673278809,10.554414749145508,9.567312240600586,9.23076629638672,9.714129447937012,11.946937561035156,11.753617286682127,10.357362747192385,11.952215194702148,12.290346145629885,11.267083168029783
512,8.082695007324219,7.817788600921631,8.71027660369873,7.186436653137207,6.7516937255859375,7.800270080566406,6.524806976318359,5.716809749603272,8.713109016418457,10.32247543334961,12.682870864868164,9.395610809326172,9.655817031860352,12.229564666748049,10.700969696044922,10.201984405517578,8.15568733215332,10.306219100952148,12.08387851715088,8.926243782043457,9.377111434936523,10.283735275268556,10.120089530944824,9.69056224822998,8.03917121887207,10.158900260925291,13.017176628112791,9.906517028808594,10.129646301269531,11.600390434265137,11.615498542785645,11.11193561553955,10.108298301696776,11.83724594116211,13.57805061340332,9.378466606140137,9.425878524780272,11.254931449890137,10.442811965942385,9.43592643737793,9.094159126281738,9.591644287109377,11.801127433776855,11.652740478515623,10.227168083190918,11.842531204223633,12.132675170898438,11.140264511108398
514,7.947474479675293,7.684897422790527,8.587787628173828,7.049673557281494,6.636895656585693,7.681517124176025,6.41336727142334,5.60467529296875,8.598821640014648,10.190469741821287,12.57326889038086,9.30609130859375,9.554072380065918,12.11928367614746,10.575117111206056,10.080259323120115,8.030721664428711,10.199525833129885,11.98606014251709,8.813606262207031,9.281293869018556,10.164207458496094,10.029655456542969,9.583044052124023,7.936215877532959,10.051746368408203,12.9405517578125,9.81864070892334,10.029388427734377,11.497783660888672,11.483579635620115,10.99843406677246,9.982606887817385,11.71623992919922,13.474929809570312,9.264925003051758,9.333560943603516,11.139776229858398,10.320470809936523,9.325909614562988,8.977109909057617,9.491554260253906,11.664178848266602,11.531558990478516,10.098604202270508,11.738701820373535,11.977819442749023,11.000045776367188
516,7.833924770355225,7.581400871276855,8.478743553161621,6.923532962799072,6.536695957183838,7.563022613525391,6.33023738861084,5.506234169006348,8.480246543884277,10.08557415008545,12.493335723876951,9.225114822387695,9.443143844604492,12.00027847290039,10.484308242797852,9.976397514343262,7.916268825531006,10.11503791809082,11.877739906311035,8.718273162841797,9.20576000213623,10.05173683166504,9.95247745513916,9.492892265319824,7.84873104095459,9.945362091064451,12.856664657592772,9.739005088806152,9.930699348449709,11.416570663452148,11.37643051147461,10.918124198913574,9.868973731994627,11.577348709106444,13.377227783203123,9.162023544311523,9.239490509033203,11.025084495544434,10.190969467163086,9.228141784667969,8.888727188110352,9.387630462646484,11.550203323364258,11.394330978393556,9.98562240600586,11.635615348815918,11.864496231079102,10.853166580200195
518,7.738045692443848,7.495293617248535,8.368846893310547,6.824807167053223,6.43917989730835,7.441674709320068,6.255302429199219,5.417563438415527,8.372403144836426,10.01192569732666,12.415899276733398,9.152276992797852,9.337087631225586,11.902067184448242,10.410507202148438,9.907856941223145,7.819035530090332,10.01593780517578,11.79221534729004,8.635830879211426,9.135610580444336,9.977684020996094,9.86985206604004,9.3988618850708,7.770909309387207,9.844232559204102,12.755205154418944,9.649785041809082,9.83999252319336,11.330537796020508,11.296001434326172,10.832951545715332,9.76503562927246,11.456918716430664,13.287094116210938,9.067991256713867,9.158004760742188,10.921844482421877,10.07680320739746,9.125730514526367,8.824629783630371,9.275606155395508,11.462045669555664,11.286860466003418,9.884160995483398,11.539321899414062,11.772480010986328,10.740740776062012
