0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
500,6.98148250579834,9.273025512695312,11.402547836303711,9.830263137817383,9.288911819458008,11.148360252380371,10.25523567199707,10.53654670715332,8.905524253845215,9.199324607849121,12.22903823852539,10.436986923217773,11.61452865600586,13.122950553894043,11.87873649597168,12.095579147338867,7.2923903465271,9.756476402282715,11.5292387008667,8.58166790008545,9.731457710266113,11.114383697509766,9.152915954589844,9.887124061584473,10.090373992919922,10.756235122680664,13.318593978881836,10.221418380737305,9.847185134887695,11.937300682067871,10.396987915039062,10.151164054870605
502,6.813050270080566,9.09656047821045,11.247018814086914,9.667287826538086,9.139104843139648,10.993657112121582,10.106271743774414,10.379974365234375,8.730611801147461,9.027612686157227,12.058171272277832,10.273054122924805,11.437433242797852,12.972900390625,11.692619323730469,11.926963806152344,7.138465881347656,9.585819244384766,11.36433219909668,8.44420337677002,9.560799598693848,10.975329399108887,8.955562591552734,9.694110870361328,9.92908000946045,10.59400463104248,13.165980339050293,10.066936492919922,9.69260311126709,11.784431457519531,10.22896957397461,10.00588321685791
504,6.64145565032959,8.903854370117188,11.076809883117676,9.491056442260742,8.99988842010498,10.839277267456055,9.957147598266602,10.211721420288086,8.550912857055664,8.837408065795898,11.889069557189941,10.107610702514648,11.268524169921875,12.76927661895752,11.527761459350586,11.758152961730957,6.993905067443848,9.403770446777344,11.180978775024414,8.305768966674805,9.390787124633789,10.806647300720215,8.7683744430542,9.50949764251709,9.760019302368164,10.420602798461914,12.999361991882324,9.918474197387695,9.520951271057129,11.6469144821167,10.062142372131348,9.850996971130371
506,6.473700046539307,8.724935531616211,10.89157485961914,9.321283340454102,8.872989654541016,10.681123733520508,9.793771743774414,10.032541275024414,8.38905143737793,8.650423049926758,11.742929458618164,9.931129455566406,11.122152328491211,12.540281295776367,11.369012832641602,11.608388900756836,6.8558478355407715,9.225869178771973,11.00904369354248,8.162381172180176,9.245365142822266,10.612577438354492,8.609567642211914,9.367353439331055,9.60009765625,10.25629997253418,12.819064140319824,9.771122932434082,9.354325294494629,11.516494750976562,9.91426944732666,9.695630073547363
508,6.314014911651611,8.569578170776367,10.723790168762207,9.169228553771973,8.746582984924316,10.51512336730957,9.615246772766113,9.867076873779297,8.246469497680664,8.496111869812012,11.599813461303711,9.742024421691895,10.98133659362793,12.36469841003418,11.194029808044434,11.454663276672363,6.712527275085449,9.073797225952148,10.868546485900879,8.011137962341309,9.114391326904297,10.445383071899414,8.474943161010742,9.242639541625977,9.456844329833984,10.118104934692383,12.643160820007324,9.615840911865234,9.204405784606934,11.369444847106934,9.769868850708008,9.544179916381836
510,6.166811943054199,8.433856010437012,10.569961547851562,9.027571678161621,8.60964298248291,10.365241050720215,9.43774700164795,9.728074073791504,8.11585807800293,8.358970642089844,11.46375846862793,9.586148262023926,10.830195426940918,12.250764846801758,11.03141975402832,11.30937385559082,6.553614616394043,8.941415786743164,10.744169235229492,7.844949245452881,8.99132251739502,10.312644004821777,8.356485366821289,9.11185073852539,9.32612133026123,9.988880157470703,12.50582504272461,9.46699333190918,9.063141822814941,11.208270072937012,9.60525894165039,9.390859603881836
512,6.026810169219971,8.301026344299316,10.419097900390625,8.898321151733398,8.436731338500977,10.222143173217773,9.290730476379395,9.60119915008545,7.9877471923828125,8.230260848999023,11.337397575378418,9.45930004119873,10.67699909210205,12.150628089904785,10.912968635559082,11.18136215209961,6.395026206970215,8.831855773925781,10.610773086547852,7.687750339508057,8.863770484924316,10.196554183959961,8.226061820983887,8.946954727172852,9.190398216247559,9.863372802734375,12.398106575012207,9.322351455688477,8.934142112731934,11.06363296508789,9.458002090454102,9.246038436889648
514,5.886702060699463,8.164715766906738,10.273702621459961,8.777410507202148,8.271848678588867,10.083285331726074,9.176532745361328,9.480549812316895,7.86887264251709,8.11179256439209,11.226507186889648,9.349336624145508,10.539552688598633,12.043719291687012,10.823629379272461,11.075456619262695,6.271638870239258,8.724008560180664,10.46327018737793,7.548056125640869,8.727683067321777,10.080216407775879,8.08321475982666,8.771933555603027,9.040094375610352,9.738032341003418,12.294856071472168,9.187089920043945,8.815814018249512,10.949044227600098,9.347854614257812,9.11169147491455
516,5.7678937911987305,8.040741920471191,10.125101089477539,8.659421920776367,8.154801368713379,9.966399192810059,9.071820259094238,9.362414360046387,7.769270896911621,7.998144626617432,11.131172180175781,9.251080513000488,10.422600746154785,11.932497024536133,10.74559211730957,10.987008094787598,6.177155017852783,8.613557815551758,10.341601371765137,7.428708076477051,8.601922035217285,9.956148147583008,7.955957889556885,8.640658378601074,8.884759902954102,9.613874435424805,12.19124984741211,9.06997013092041,8.698164939880371,10.843571662902832,9.264348983764648,8.988946914672852
518,5.674644947052002,7.930670738220215,10.004765510559082,8.546244621276855,8.06457805633545,9.85300064086914,8.965898513793945,9.24662971496582,7.677062034606934,7.897909641265869,11.0369234085083,9.150815963745117,10.315657615661621,11.825218200683594,10.661312103271484,10.900665283203125,6.090123176574707,8.513035774230957,10.26185417175293,7.335110664367676,8.483386993408203,9.850075721740723,7.849703311920166,8.537667274475098,8.76371955871582,9.509164810180664,12.075065612792969,8.963440895080566,8.60003662109375,10.73304271697998,9.185628890991211,8.894452095031738
