0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
500,6.37949275970459,6.346467971801758,6.474933624267578,7.010148525238037,6.687711238861084,6.606579780578613,7.530220031738281,6.820270538330078,7.700196266174316,7.975651741027832,8.259799003601074,8.011835098266602,7.527444362640381,8.052700996398926,8.332465171813965,7.607029914855957,7.839900970458984,8.437505722045898,8.510534286499023,7.611021995544434,7.996193885803223,8.11046028137207,8.043405532836914,7.693262577056885,7.2884931564331055,8.982243537902832,9.149925231933594,8.019762992858887,8.388643264770508,8.696642875671387,8.671087265014648,8.325132369995117
502,6.210617065429688,6.1844401359558105,6.311432361602783,6.850484371185303,6.541322231292725,6.438320159912109,7.341031074523926,6.65747594833374,7.546152591705322,7.822103023529053,8.108442306518555,7.853657722473144,7.387701511383057,7.906672477722168,8.170085906982422,7.446512699127197,7.696363925933838,8.257406234741211,8.354387283325195,7.435689449310303,7.8316650390625,7.939195156097412,7.885360717773437,7.530162811279297,7.121029853820801,8.791860580444336,8.99174976348877,7.857210636138916,8.225900650024414,8.543540954589844,8.505681991577148,8.168279647827148
504,6.051599502563477,6.015162467956543,6.157255172729492,6.6926751136779785,6.390493869781494,6.266640186309815,7.116929054260254,6.493393898010254,7.395503044128418,7.668910980224609,7.936997413635254,7.706892490386963,7.243649482727051,7.742495059967041,8.017351150512695,7.284803867340088,7.563165187835693,8.07433032989502,8.190439224243164,7.2603440284729,7.678006649017334,7.7650909423828125,7.722607612609863,7.355313777923584,6.959720611572266,8.6173734664917,8.824235916137695,7.710313320159912,8.04902458190918,8.383316993713379,8.343717575073242,8.007084846496582
506,5.889931678771973,5.848965644836426,6.007465362548828,6.5404462814331055,6.230039596557617,6.096445560455322,6.930538177490234,6.3387556076049805,7.24758768081665,7.507222652435303,7.764137268066406,7.559782981872559,7.086773872375488,7.574122428894043,7.8818864822387695,7.141234397888184,7.42563009262085,7.88457727432251,8.017816543579102,7.11086893081665,7.525681495666504,7.592006683349609,7.555936336517334,7.188780784606934,6.80722713470459,8.454678535461426,8.643980026245117,7.5702314376831055,7.880476474761963,8.215763092041016,8.180204391479492,7.849266052246094
508,5.727514266967773,5.694266319274902,5.854434013366699,6.390543460845947,6.070780754089356,5.944664001464844,6.80049991607666,6.199195384979248,7.085835933685303,7.349598884582519,7.621928215026855,7.388216495513916,6.926023960113525,7.427481174468994,7.742902278900146,7.009656429290772,7.27254581451416,7.708804130554199,7.862809181213379,6.977343559265137,7.373015403747559,7.43152904510498,7.386116981506348,7.038026332855225,6.660353660583496,8.303406715393066,8.48252010345459,7.415082454681396,7.740555763244629,8.035301208496094,8.01801586151123,7.6981916427612305
510,5.562236309051514,5.536702156066895,5.692385196685791,6.243322372436523,5.919032096862793,5.810536861419678,6.683690071105957,6.080965995788574,6.923236846923828,7.20482349395752,7.501023292541504,7.2194390296936035,6.779889583587647,7.299118995666504,7.5940260887146,6.8807525634765625,7.112095832824707,7.562849998474121,7.731194496154785,6.832515716552734,7.216538429260254,7.276581764221191,7.229517459869385,6.901888370513916,6.514554023742676,8.144196510314941,8.338677406311035,7.260565280914307,7.608702659606934,7.868858337402344,7.860674381256103,7.551872253417969
512,5.410080909729004,5.395030975341797,5.543318271636963,6.11031436920166,5.767230033874512,5.692254543304443,6.5576887130737305,5.978145599365234,6.784534454345703,7.066992282867432,7.380430698394775,7.086494445800781,6.651698112487793,7.186709403991699,7.453389644622803,6.729038238525391,6.970571041107178,7.436367988586426,7.60828161239624,6.683646202087402,7.059813499450684,7.15758228302002,7.095986843109131,6.762763977050781,6.366451740264893,7.9919633865356445,8.21581745147705,7.13353967666626,7.483299255371094,7.735379219055176,7.715702056884766,7.413454532623291
514,5.284688472747803,5.276689529418945,5.429708957672119,5.997082710266113,5.624224662780762,5.570839881896973,6.436750888824463,5.870126247406006,6.66806173324585,6.930918216705322,7.256011009216309,6.9713134765625,6.52734899520874,7.088026523590088,7.334836483001709,6.561497688293457,6.8483710289001465,7.322475433349609,7.485327243804932,6.558851718902588,6.927428245544434,7.064274787902832,6.97965145111084,6.6300811767578125,6.229319095611572,7.87514591217041,8.108059883117676,7.026712894439697,7.360136985778809,7.624262809753418,7.57797384262085,7.275965213775635
516,5.1726484298706055,5.174556732177734,5.334530830383301,5.896006107330322,5.511307716369629,5.435910701751709,6.3358001708984375,5.748520851135254,6.56250524520874,6.805417537689209,7.136252403259277,6.863234519958496,6.416632175445557,6.991654396057129,7.228365898132324,6.415635585784912,6.731236457824707,7.216921806335449,7.367990016937256,6.47434139251709,6.814254760742188,6.970323085784912,6.87899923324585,6.514369010925293,6.102560997009277,7.78051233291626,8.004007339477539,6.92291259765625,7.250042915344238,7.527121067047119,7.453310489654541,7.1473798751831055
518,5.073588371276856,5.088740348815918,5.236987113952637,5.78895902633667,5.423682689666748,5.325175285339356,6.230613231658936,5.619969367980957,6.450689792633057,6.697842597961426,7.029796600341797,6.760607719421387,6.318521976470947,6.888452053070068,7.102760314941406,6.299641609191895,6.625638008117676,7.124953269958496,7.273420810699463,6.408228397369385,6.713331699371338,6.875920295715332,6.789835453033447,6.406252861022949,5.991395473480225,7.707589149475098,7.905565738677978,6.817183494567871,7.165121555328369,7.437151908874512,7.34716796875,7.044095039367676
