0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
500,6.614698886871338,7.722054958343506,8.636941909790039,8.008508682250977,6.643463134765625,7.9189453125,7.431656837463379,7.833542823791504,8.381858825683594,8.798983573913574,9.64559268951416,7.601619720458984,8.259732246398926,9.315383911132812,7.550356864929199,7.527879238128662,9.484121322631836,10.414554595947266,10.616016387939451,10.081133842468262,10.432209968566896,10.406604766845703,10.785733222961426,11.409353256225586,13.155383110046388,15.47956657409668,17.726490020751953,13.153701782226562,13.699589729309082,16.410789489746094,14.383091926574709,14.152400016784668,10.673406600952148,13.3857421875,16.033353805541992,12.115735054016112,13.01708984375,15.659449577331545,13.486122131347656,13.7501220703125
502,6.478672981262207,7.578024864196777,8.47535514831543,7.836470127105713,6.477560520172119,7.763514041900635,7.256880760192871,7.655689239501953,8.206216812133789,8.637944221496582,9.484984397888184,7.436837196350098,8.072059631347656,9.129524230957031,7.389906406402588,7.349871158599853,9.30977725982666,10.258061408996582,10.466592788696287,9.918391227722168,10.282876014709473,10.22899341583252,10.610638618469238,11.246583938598633,13.01213264465332,15.297883987426758,17.564014434814453,12.995951652526855,13.551834106445312,16.24749755859375,14.240803718566896,13.994455337524414,10.531432151794434,13.262471199035645,15.894109725952148,11.941591262817385,12.88783836364746,15.506800651550291,13.328069686889648,13.584790229797363
504,6.3219499588012695,7.435254096984863,8.30457592010498,7.651852607727051,6.311860084533691,7.599106788635254,7.073860168457031,7.495552062988281,8.040447235107422,8.489059448242188,9.324913024902344,7.285964012145996,7.901808738708496,8.948869705200195,7.22116231918335,7.191765785217285,9.155794143676758,10.095346450805664,10.310734748840332,9.755980491638184,10.128146171569824,10.08066177368164,10.454920768737791,11.068686485290527,12.8375883102417,15.117883682250977,17.393184661865234,12.827386856079102,13.389135360717772,16.086536407470703,14.095476150512695,13.815098762512209,10.375242233276367,13.1222562789917,15.718505859375,11.781073570251465,12.729841232299805,15.332345962524414,13.189523696899414,13.421015739440918
506,6.157474517822266,7.28411865234375,8.113542556762695,7.473086357116699,6.156268119812012,7.415708065032959,6.887021064758301,7.346475124359131,7.891658782958984,8.345993041992188,9.167963981628418,7.146783351898193,7.748945713043213,8.77802848815918,7.059182643890381,7.039808750152588,9.017593383789062,9.942861557006836,10.137102127075195,9.593000411987305,9.952936172485352,9.93635368347168,10.315235137939451,10.892834663391112,12.645416259765623,14.969533920288086,17.209035873413086,12.660477638244627,13.23101806640625,15.92641258239746,13.936134338378906,13.6336669921875,10.208358764648438,12.952554702758787,15.52705192565918,11.651822090148926,12.565346717834473,15.16626262664795,13.06052589416504,13.25449562072754
508,6.008771896362305,7.12951135635376,7.933574676513672,7.316280364990234,6.0118937492370605,7.243110656738281,6.722222328186035,7.190354824066162,7.746769905090332,8.208364486694336,9.010068893432615,7.00447940826416,7.604321479797363,8.618875503540039,6.91094970703125,6.8812408447265625,8.8839111328125,9.785754203796388,9.97575855255127,9.446626663208008,9.792264938354492,9.796745300292969,10.177833557128906,10.744308471679688,12.491203308105469,14.850934982299805,17.048450469970703,12.508871078491213,13.080556869506836,15.765596389770508,13.769549369812012,13.471908569335938,10.053709030151367,12.78762912750244,15.376752853393556,11.549169540405272,12.424066543579102,15.018610954284668,12.931523323059082,13.08201026916504
510,5.864710330963135,6.989726066589356,7.801025390625,7.169849395751953,5.887112617492676,7.093514919281006,6.574877262115479,7.020735740661621,7.595005989074707,8.08004093170166,8.857114791870117,6.853883266448975,7.459863185882568,8.47749137878418,6.771868705749512,6.71615743637085,8.744416236877441,9.61919116973877,9.838685989379885,9.314148902893066,9.655721664428713,9.64077377319336,10.036718368530272,10.610493659973145,12.371257781982422,14.74943733215332,16.92988395690918,12.373117446899414,12.946664810180664,15.626729011535645,13.630162239074709,13.348650932312012,9.917909622192385,12.641717910766602,15.264857292175291,11.447225570678713,12.293991088867188,14.864680290222168,12.803385734558104,12.944209098815918
512,5.724312782287598,6.859821319580078,7.693093299865723,7.041055202484131,5.776366233825684,6.962108612060547,6.448548316955566,6.8690595626831055,7.4490861892700195,7.955132484436035,8.715632438659668,6.710702419281006,7.3126044273376465,8.345630645751953,6.641458034515381,6.559319972991943,8.602567672729492,9.480466842651367,9.72696018218994,9.199234008789062,9.53321647644043,9.496074676513672,9.904183387756348,10.486489295959473,12.25967025756836,14.644566535949709,16.838279724121094,12.238636016845703,12.831891059875488,15.526229858398438,13.517193794250488,13.244298934936523,9.80189323425293,12.51692008972168,15.158935546875,11.324288368225098,12.173213958740234,14.738324165344238,12.678794860839844,12.843774795532228
514,5.598558902740479,6.735711097717285,7.586709499359131,6.9354567527771,5.669147968292236,6.847794532775879,6.347839832305908,6.760383605957031,7.318139553070068,7.842551231384277,8.5926513671875,6.582913398742676,7.173635005950928,8.22351360321045,6.517943382263184,6.410336494445801,8.48190689086914,9.388660430908203,9.649171829223633,9.099482536315918,9.422119140625,9.40522289276123,9.784128189086914,10.394193649291992,12.144548416137695,14.525335311889648,16.760555267333984,12.111760139465332,12.73130226135254,15.43688678741455,13.418182373046877,13.138773918151855,9.702432632446287,12.409045219421388,15.04963493347168,11.187698364257812,12.048975944519045,14.649104118347168,12.548911094665527,12.762083053588867
516,5.488736152648926,6.6306352615356445,7.471323490142822,6.842009544372559,5.558808326721191,6.736515045166016,6.256593227386475,6.677725315093994,7.208569526672363,7.741111755371094,8.493437767028809,6.4757490158081055,7.05696964263916,8.114608764648438,6.405735969543457,6.283780097961426,8.382219314575195,9.31193733215332,9.56777286529541,9.002466201782227,9.295062065124512,9.342329025268556,9.688711166381836,10.326669692993164,12.023188591003418,14.406499862670898,16.669633865356445,12.010991096496582,12.633909225463867,15.355799674987791,13.32942008972168,13.03032112121582,9.610785484313965,12.301724433898926,14.945460319519045,11.067632675170898,11.931032180786133,14.569636344909668,12.436280250549316,12.680129051208496
518,5.3955512046813965,6.541849613189697,7.376143455505371,6.750332832336426,5.448792457580566,6.642713069915772,6.168374538421631,6.602733612060547,7.123936653137207,7.650433540344238,8.411779403686523,6.380825996398926,6.965363502502441,8.019449234008789,6.312595844268799,6.20200777053833,8.293316841125488,9.223352432250977,9.488479614257812,8.912922859191895,9.18476676940918,9.28407096862793,9.60861873626709,10.263663291931152,11.927068710327148,14.293261528015137,16.567611694335938,11.932488441467283,12.5277681350708,15.268035888671877,13.226938247680664,12.923558235168455,9.529479026794434,12.21902561187744,14.848065376281738,10.969396591186523,11.834287643432615,14.4925537109375,12.355215072631836,12.59145736694336
